id,line_id,site,price
1,1,三元桥,20
2,1,亮马桥,25
3,1,白家庄,25
4,1,国贸（大北窑）,25
5,1,潘家园（潘家园公交站）,25
6,1,十里河,30
7,1,方庄桥(方庄桥西公交车站),30
8,1,方庄,30
